chr1	12940189	12940446	chr1	12940658	12940669
chr1	20928558	20928766	chr1	20927763	20927774
chr1	33756894	33757074	chr1	33755897	33755908
chr1	34533192	34533438	chr1	34533477	34533488
chr1	38363461	38363719	chr1	38363724	38363735
chr1	94042294	94042544	chr1	94042705	94042716
chr1	94042294	94042544	chr1	94042781	94042792
chr1	107582943	107583108	chr1	107582998	107583009
chr1	130550879	130551171	chr1	130550146	130550157
chr1	131006236	131006449	chr1	131007103	131007114
chr1	155233815	155234273	chr1	155235059	155235070
chr1	170934487	170934716	chr1	170934439	170934450
chr1	176853260	176853457	chr1	176853432	176853443
chr1	187282897	187283124	chr1	187283261	187283272
chr1	191853606	191853788	chr1	191853780	191853791
chr1	193303497	193303743	chr1	193302661	193302672
chr1	193590405	193590677	chr1	193590619	193590630
chr2	11635964	11636374	chr2	11635371	11635382
chr2	13727247	13727452	chr2	13726249	13726260
chr2	25940512	25940950	chr2	25940734	25940745
chr2	26493330	26493690	chr2	26493460	26493471
chr2	27366874	27367116	chr2	27367187	27367198
chr2	29718744	29718954	chr2	29718370	29718381
chr2	35368438	35369182	chr2	35368485	35368496
chr2	45629801	45629992	chr2	45630485	45630496
chr2	48767883	48768145	chr2	48767966	48767977
chr2	49735142	49735344	chr2	49735254	49735265
chr2	49771121	49771486	chr2	49770559	49770570
chr2	72873946	72874182	chr2	72874128	72874139
chr2	77176582	77176750	chr2	77176328	77176339
chr2	93036109	93036493	chr2	93036139	93036150
chr2	93191372	93191560	chr2	93192262	93192273
chr2	94301767	94302030	chr2	94301946	94301957
chr2	131808836	131809156	chr2	131809253	131809264
chr2	135988559	135988773	chr2	135989553	135989564
chr2	144245480	144245863	chr2	144245333	144245344
chr2	145537986	145538209	chr2	145538707	145538718
chr2	178691909	178692232	chr2	178691600	178691611
chr2	180080719	180081015	chr2	180080806	180080817
chr3	9942666	9942857	chr3	9942796	9942807
chr3	19169894	19170070	chr3	19169326	19169337
chr3	81774369	81774571	chr3	81775428	81775439
chr3	143016772	143017466	chr3	143017182	143017193
chr3	152958445	152958744	chr3	152958450	152958461
chr4	10041562	10041923	chr4	10041501	10041512
chr4	11926621	11926876	chr4	11926778	11926789
chr4	22477228	22477480	chr4	22476610	22476621
chr4	43287401	43287610	chr4	43286706	43286717
chr4	53238816	53239126	chr4	53238725	53238736
chr4	59844901	59845124	chr4	59844814	59844825
chr4	82364947	82365305	chr4	82365254	82365265
chr4	101439621	101439884	chr4	101439877	101439888
chr4	120914424	120914710	chr4	120914822	120914833
chr4	136683161	136683434	chr4	136682829	136682840
chr4	137748820	137749087	chr4	137748396	137748407
chr5	25082350	25082746	chr5	25082604	25082615
chr5	35774048	35774237	chr5	35774750	35774761
chr5	35878506	35878745	chr5	35878747	35878758
chr5	36869853	36870049	chr5	36869526	36869537
chr5	88499844	88500124	chr5	88500079	88500090
chr5	100338539	100338735	chr5	100338866	100338877
chr5	103725510	103725740	chr5	103724737	103724748
chr5	105236015	105236291	chr5	105237083	105237094
chr5	105345544	105346598	chr5	105346420	105346431
chr6	37916091	37916474	chr6	37915336	37915347
chr6	51612426	51612734	chr6	51611721	51611732
chr6	52249330	52249518	chr6	52250016	52250027
chr6	56617020	56617438	chr6	56618053	56618064
chr6	66224655	66224831	chr6	66224329	66224340
chr6	88329744	88330263	chr6	88328961	88328972
chr6	91392484	91392997	chr6	91391894	91391905
chr6	91392484	91392997	chr6	91392917	91392928
chr6	91979272	91979491	chr6	91980425	91980436
chr6	126645694	126645876	chr6	126646762	126646773
chr6	126767491	126767784	chr6	126767451	126767462
chr6	128900931	128901272	chr6	128901090	128901101
chr7	3264377	3264641	chr7	3264417	3264428
chr7	16639027	16639233	chr7	16639775	16639786
chr7	25435432	25435644	chr7	25436001	25436012
chr7	45533623	45533828	chr7	45532796	45532807
chr7	66446197	66446412	chr7	66445459	66445470
chr7	130323780	130324031	chr7	130323048	130323059
chr7	130702162	130702639	chr7	130702804	130702815
chr7	132712273	132712691	chr7	132712657	132712668
chr7	135003199	135003512	chr7	135003018	135003029
chr8	14873774	14873994	chr8	14873234	14873245
chr8	26621813	26622039	chr8	26621191	26621202
chr8	79514805	79514969	chr8	79514794	79514805
chr8	82982851	82983266	chr8	82984179	82984190
chr8	91434720	91435119	chr8	91434880	91434891
chr8	104042353	104042853	chr8	104042124	104042135
chr8	108847495	108847674	chr8	108848167	108848178
chr8	114448544	114448954	chr8	114449690	114449701
chr8	114663027	114663292	chr8	114662507	114662518
chr8	124283983	124284287	chr8	124283226	124283237
chr9	21826581	21826763	chr9	21826281	21826292
chr9	62726595	62726759	chr9	62725928	62725939
chr9	70403299	70403498	chr9	70402701	70402712
chr9	72639733	72640091	chr9	72640507	72640518
chr9	75546962	75547182	chr9	75547723	75547734
chr10	7630878	7631178	chr10	7630500	7630511
chr10	26358672	26359172	chr10	26360044	26360055
chr10	40969534	40969794	chr10	40969816	40969827
chr10	76315998	76316218	chr10	76316035	76316046
chr10	81464413	81464664	chr10	81463777	81463788
chr10	86166882	86167145	chr10	86167923	86167934
chr10	111724845	111725134	chr10	111724901	111724912
chr10	120780753	120781031	chr10	120780761	120780772
chr10	128961076	128961282	chr10	128960518	128960529
chr11	21644357	21644636	chr11	21644314	21644325
chr11	21644357	21644636	chr11	21644431	21644442
chr11	22782835	22783027	chr11	22782722	22782733
chr11	22906665	22906933	chr11	22906805	22906816
chr11	24464797	24465022	chr11	24465246	24465257
chr11	50245470	50245637	chr11	50246288	50246299
chr11	60703606	60703820	chr11	60703735	60703746
chr11	60703606	60703820	chr11	60703608	60703619
chr11	86959092	86959273	chr11	86959759	86959770
chr11	119692913	119693157	chr11	119692746	119692757
chr12	8269726	8270163	chr12	8270965	8270976
chr12	8458484	8458776	chr12	8459294	8459305
chr12	45083058	45083283	chr12	45082661	45082672
chr12	45083058	45083283	chr12	45082698	45082709
chr12	45083058	45083283	chr12	45082735	45082746
chr12	91757768	91758126	chr12	91757749	91757760
chr12	102232474	102232722	chr12	102232590	102232601
chr12	104214142	104214601	chr12	104214484	104214495
chr12	110907680	110908023	chr12	110907239	110907250
chr12	111944213	111944749	chr12	111945413	111945424
chr12	116181409	116181827	chr12	116181403	116181414
chr13	3886770	3887008	chr13	3887893	3887904
chr13	6479773	6480323	chr13	6479998	6480009
chr13	9173415	9173808	chr13	9174561	9174572
chr13	28664410	28664581	chr13	28663654	28663665
chr13	35647590	35647767	chr13	35648312	35648323
chr13	43832823	43833075	chr13	43833317	43833328
chr13	46397313	46397483	chr13	46397606	46397617
chr13	46397313	46397483	chr13	46397308	46397319
chr13	47056881	47057045	chr13	47057708	47057719
chr13	59718947	59719133	chr13	59718756	59718767
chr13	112779864	112780206	chr13	112779542	112779553
