chr1	171063882	171064113	H3K27me3DN1rep2_peak_1	39	.	5.43624	9.31879	3.90069	67
chr1	171064777	171065198	H3K27me3DN1rep2_peak_2	27	.	6.44134	8.00683	2.79948	321
chr1	171065483	171065839	H3K27me3DN1rep2_peak_3	32	.	6.05651	8.66154	3.27716	207
chr1	171070457	171070866	H3K27me3DN1rep2_peak_4	62	.	8.1126	12.0617	6.28982	138
chr1	171072549	171072797	H3K27me3DN1rep2_peak_5	54	.	7.3244	11.1551	5.49294	95
chr1	171073207	171073727	H3K27me3DN1rep2_peak_6	56	.	7.42222	11.3231	5.65324	95
chr1	171078068	171078482	H3K27me3DN1rep2_peak_7	108	.	10.5178	17	10.8202	235
chr1	171078819	171079261	H3K27me3DN1rep2_peak_8	43	.	7.19761	9.8896	4.30914	138
chr1	171080032	171080339	H3K27me3DN1rep2_peak_9	29	.	6.21233	8.14468	2.93385	125
chr1	171080852	171081168	H3K27me3DN1rep2_peak_10	43	.	6.91212	9.93997	4.35841	105
chr1	171081329	171081669	H3K27me3DN1rep2_peak_11	45	.	6.79125	10.1966	4.5909	275
chr1	171083817	171084097	H3K27me3DN1rep2_peak_12	24	.	6.008	7.64311	2.46405	13
chr1	171084229	171084468	H3K27me3DN1rep2_peak_13	36	.	6.82501	9.09555	3.68176	128
chr11	109011677	109012088	H3K27me3DN1rep2_peak_14	90	.	9.4798	15.1488	9.08836	160
chr11	114851389	114851630	H3K27me3DN1rep2_peak_15	29	.	6.28058	8.28727	2.9349	110
chr16	57391313	57391775	H3K27me3DN1rep2_peak_16	77	.	8.25921	13.7287	7.78494	192
chr16	93683308	93683650	H3K27me3DN1rep2_peak_17	29	.	5.93895	8.28727	2.9349	257
chr17	34672191	34672423	H3K27me3DN1rep2_peak_18	29	.	5.93895	8.28727	2.9349	77
chr17	36231223	36231706	H3K27me3DN1rep2_peak_19	56	.	7.64709	11.4324	5.68847	76
chr17	39843007	39846514	H3K27me3DN1rep2_peak_20	232	.	9.00776	30.6829	23.2471	1534
chr17	39846618	39846913	H3K27me3DN1rep2_peak_21	97	.	6.94593	15.84	9.737	151
chr17	39847575	39848067	H3K27me3DN1rep2_peak_22	90	.	4.46839	15.1687	9.09597	315
chr17	39848298	39848820	H3K27me3DN1rep2_peak_23	129	.	7.45366	19.3375	12.9827	269
chr2	160366122	160366444	H3K27me3DN1rep2_peak_24	29	.	6.10976	8.28727	2.9349	154
chr3	93445137	93445364	H3K27me3DN1rep2_peak_25	16	.	5.59732	6.79773	1.67464	11
chr4	118547107	118547513	H3K27me3DN1rep2_peak_26	106	.	5.72394	16.81	10.6505	211
chr4	118547695	118548300	H3K27me3DN1rep2_peak_27	76	.	4.08446	13.5438	7.61134	231
chr4	149587109	149587337	H3K27me3DN1rep2_peak_28	29	.	6.45139	8.28727	2.9349	45
chr7	45168775	45169002	H3K27me3DN1rep2_peak_29	29	.	5.93895	8.28727	2.9349	203
chr8	123539479	123539817	H3K27me3DN1rep2_peak_30	42	.	6.96383	9.83439	4.26417	197
chr8	123540818	123541036	H3K27me3DN1rep2_peak_31	29	.	5.93895	8.28727	2.9349	62
chr8	123541078	123541529	H3K27me3DN1rep2_peak_32	42	.	7.13465	9.83439	4.26417	266
chr8	123542999	123543274	H3K27me3DN1rep2_peak_33	29	.	6.10976	8.28727	2.9349	75
chr8	123547867	123548230	H3K27me3DN1rep2_peak_34	42	.	7.13465	9.83439	4.26417	177
chr8	123549668	123549999	H3K27me3DN1rep2_peak_35	56	.	7.47628	11.4324	5.68847	126
chr8	123551016	123551447	H3K27me3DN1rep2_peak_36	71	.	8.15953	13.0759	7.17276	421
chr8	123552975	123553370	H3K27me3DN1rep2_peak_37	42	.	6.96383	9.83439	4.26417	192
chr8	123554772	123555134	H3K27me3DN1rep2_peak_38	42	.	7.13465	9.83439	4.26417	110
chr8	123556114	123556353	H3K27me3DN1rep2_peak_39	29	.	6.28058	8.28727	2.9349	115
chr8	123559952	123560288	H3K27me3DN1rep2_peak_40	71	.	8.50116	13.0759	7.17276	109
chr8	123563308	123563680	H3K27me3DN1rep2_peak_41	87	.	9.0136	14.7607	8.72442	175
chr8	123570040	123570458	H3K27me3DN1rep2_peak_42	71	.	8.67197	13.0759	7.17276	203
chr8	123571724	123572109	H3K27me3DN1rep2_peak_43	71	.	8.15953	13.0759	7.17276	188
chr8	123580101	123580453	H3K27me3DN1rep2_peak_44	56	.	7.64709	11.4324	5.68847	180
chr8	123581824	123582206	H3K27me3DN1rep2_peak_45	56	.	7.47628	11.4324	5.68847	188
chr8	123583599	123583901	H3K27me3DN1rep2_peak_46	29	.	6.45139	8.28727	2.9349	122
chr8	123593516	123594141	H3K27me3DN1rep2_peak_47	56	.	7.98872	11.4324	5.68847	432
chr8	123600583	123601041	H3K27me3DN1rep2_peak_48	71	.	8.84279	13.0759	7.17276	161
chr8	123603908	123604345	H3K27me3DN1rep2_peak_49	71	.	8.84279	13.0759	7.17276	191
chr8	123607268	123607685	H3K27me3DN1rep2_peak_50	42	.	7.13465	9.83439	4.26417	203
chr8	123609105	123609374	H3K27me3DN1rep2_peak_51	42	.	7.30546	9.83439	4.26417	97
chr8	123612437	123612748	H3K27me3DN1rep2_peak_52	56	.	7.8179	11.4324	5.68847	169
chr8	123614205	123614473	H3K27me3DN1rep2_peak_53	42	.	6.96383	9.83439	4.26417	177
chr8	123615502	123615721	H3K27me3DN1rep2_peak_54	29	.	5.93895	8.28727	2.9349	149
chr8	123615770	123616130	H3K27me3DN1rep2_peak_55	87	.	9.18441	14.7607	8.72442	189
chr8	123619182	123619531	H3K27me3DN1rep2_peak_56	71	.	8.84279	13.0759	7.17276	125
