GL456216.1	16229	16800	H3K9AcDN1rep2_peak_1	213	.	13.8822	25.7503	21.3366	154
GL456216.1	16840	17131	H3K9AcDN1rep2_peak_2	86	.	7.56625	11.8978	8.61347	115
GL456233.1	159688	160027	H3K9AcDN1rep2_peak_3	53	.	6.12262	8.33682	5.34578	109
JH584304.1	59505	60155	H3K9AcDN1rep2_peak_4	190	.	8.88529	23.2046	19.099	106
chr1	4785330	4785675	H3K9AcDN1rep2_peak_5	120	.	9.7317	15.6643	12.0657	241
chr1	4785846	4786011	H3K9AcDN1rep2_peak_6	66	.	6.54357	9.68466	6.67825	105
chr1	4807507	4807690	H3K9AcDN1rep2_peak_7	53	.	5.58126	8.33682	5.34578	99
chr1	4857340	4857611	H3K9AcDN1rep2_peak_8	60	.	6.18075	9.08008	6.08623	157
chr1	4857787	4858531	H3K9AcDN1rep2_peak_9	120	.	9.19034	15.6643	12.0657	137
chr1	5083082	5083672	H3K9AcDN1rep2_peak_10	69	.	7.02489	10.0884	6.95467	156
chr1	6214048	6214603	H3K9AcDN1rep2_peak_11	194	.	13.3408	23.6684	19.4008	399
chr1	6214688	6215533	H3K9AcDN1rep2_peak_12	138	.	10.634	17.6116	13.8521	567
chr1	7088147	7088670	H3K9AcDN1rep2_peak_13	138	.	10.0926	17.6116	13.8521	314
chr1	7089081	7089627	H3K9AcDN1rep2_peak_14	138	.	10.2731	17.6116	13.8521	212
chr1	7089852	7090016	H3K9AcDN1rep2_peak_15	38	.	5.22035	6.65182	3.80752	54
chr1	7397674	7397868	H3K9AcDN1rep2_peak_16	69	.	6.66398	10.0884	6.95467	87
chr1	9544848	9545152	H3K9AcDN1rep2_peak_17	103	.	8.46852	13.7582	10.318	171
chr1	9545462	9545794	H3K9AcDN1rep2_peak_18	138	.	10.4535	17.6116	13.8521	125
chr1	9545881	9546020	H3K9AcDN1rep2_peak_19	38	.	4.49853	6.65182	3.80752	95
chr1	9546372	9546793	H3K9AcDN1rep2_peak_20	53	.	5.58126	8.33682	5.34578	177
chr1	9700602	9701052	H3K9AcDN1rep2_peak_21	29	.	5.07268	5.67379	2.95456	402
chr1	9747309	9747784	H3K9AcDN1rep2_peak_22	23	.	4.05047	4.98931	2.3357	193
chr1	9747823	9748371	H3K9AcDN1rep2_peak_23	95	.	8.34625	12.8879	9.59367	80
chr1	9797784	9798045	H3K9AcDN1rep2_peak_24	69	.	6.84444	10.0884	6.95467	115
chr1	9798294	9798776	H3K9AcDN1rep2_peak_25	120	.	9.00989	15.6643	12.0657	257
chr1	9848370	9848740	H3K9AcDN1rep2_peak_26	64	.	6.48851	9.43472	6.43737	266
chr1	9943079	9943510	H3K9AcDN1rep2_peak_27	81	.	7.69073	11.2635	8.11732	374
chr1	9943629	9944100	H3K9AcDN1rep2_peak_28	187	.	12.9472	22.8321	18.7269	369
chr1	10037337	10038741	H3K9AcDN1rep2_peak_29	331	.	19.1153	38.7763	33.1406	740
chr1	10039825	10040023	H3K9AcDN1rep2_peak_30	69	.	6.48353	10.0884	6.95467	82
chr1	10232081	10232504	H3K9AcDN1rep2_peak_31	69	.	6.62506	9.93355	6.92058	333
chr1	10232546	10232767	H3K9AcDN1rep2_peak_32	69	.	6.98386	9.93355	6.92058	141
chr1	10232835	10233019	H3K9AcDN1rep2_peak_33	53	.	5.94216	8.33682	5.34578	83
chr1	10233229	10233475	H3K9AcDN1rep2_peak_34	29	.	5.07268	5.67379	2.95456	223
chr1	13372155	13372376	H3K9AcDN1rep2_peak_35	38	.	5.22035	6.65182	3.80752	179
chr1	13372618	13372861	H3K9AcDN1rep2_peak_36	53	.	5.94216	8.33682	5.34578	131
chr1	13373334	13374571	H3K9AcDN1rep2_peak_37	86	.	7.56625	11.8978	8.61347	686
chr1	13589055	13589375	H3K9AcDN1rep2_peak_38	86	.	7.56625	11.8978	8.61347	102
chr1	13589494	13589790	H3K9AcDN1rep2_peak_39	156	.	11.3558	19.5967	15.6715	125
chr1	13660062	13660467	H3K9AcDN1rep2_peak_40	32	.	4.76056	5.94877	3.22657	52
chr1	15805644	15806511	H3K9AcDN1rep2_peak_41	232	.	14.604	27.8601	23.2702	132
chr1	15806587	15806726	H3K9AcDN1rep2_peak_42	38	.	5.22035	6.65182	3.80752	84
chr1	16103272	16103518	H3K9AcDN1rep2_peak_43	38	.	4.49853	6.65182	3.80752	103
chr1	16103685	16104274	H3K9AcDN1rep2_peak_44	194	.	12.9799	23.6684	19.4008	142
chr1	16104712	16105198	H3K9AcDN1rep2_peak_45	103	.	8.64898	13.7582	10.318	169
chr1	16105455	16105576	H3K9AcDN1rep2_peak_46	38	.	4.85944	6.65182	3.80752	96
chr1	16618039	16618234	H3K9AcDN1rep2_peak_47	23	.	4.31808	5.04548	2.3357	76
chr1	16618421	16619226	H3K9AcDN1rep2_peak_48	175	.	12.4385	21.6165	17.5204	549
chr1	16656085	16656899	H3K9AcDN1rep2_peak_49	194	.	12.619	23.6684	19.4008	700
chr1	16665187	16665931	H3K9AcDN1rep2_peak_50	138	.	10.0926	17.6116	13.8521	389
chr1	20819238	20819449	H3K9AcDN1rep2_peak_51	53	.	5.58126	8.33682	5.34578	129
chr1	20819814	20820262	H3K9AcDN1rep2_peak_52	156	.	10.9949	19.5967	15.6715	333
chr1	21078819	21079170	H3K9AcDN1rep2_peak_53	103	.	8.10762	13.7582	10.318	258
chr1	21079626	21079855	H3K9AcDN1rep2_peak_54	38	.	4.49853	6.65182	3.80752	179
chr1	21218584	21219010	H3K9AcDN1rep2_peak_55	187	.	12.4146	22.8321	18.7269	132
chr1	21960851	21961305	H3K9AcDN1rep2_peak_56	69	.	6.44566	9.93355	6.92058	371
chr1	23382799	23383085	H3K9AcDN1rep2_peak_57	53	.	6.12262	8.33682	5.34578	193
chr1	23921676	23921829	H3K9AcDN1rep2_peak_58	53	.	5.58126	8.33682	5.34578	53
chr1	23921931	23922235	H3K9AcDN1rep2_peak_59	175	.	11.8972	21.6165	17.5204	151
chr1	24005321	24005605	H3K9AcDN1rep2_peak_60	86	.	7.56625	11.8978	8.61347	193
chr1	24100005	24100175	H3K9AcDN1rep2_peak_61	38	.	5.22035	6.65182	3.80752	94
chr1	24678788	24679125	H3K9AcDN1rep2_peak_62	120	.	9.19034	15.6643	12.0657	184
chr1	30872737	30873853	H3K9AcDN1rep2_peak_63	120	.	9.19034	15.6643	12.0657	292
chr1	30874038	30874262	H3K9AcDN1rep2_peak_64	69	.	6.30307	10.0884	6.95467	110
chr1	30948729	30949592	H3K9AcDN1rep2_peak_65	138	.	9.91216	17.6116	13.8521	428
chr1	30949898	30950288	H3K9AcDN1rep2_peak_66	138	.	10.4535	17.6116	13.8521	143
chr1	33669286	33669717	H3K9AcDN1rep2_peak_67	86	.	7.92716	11.8978	8.61347	116
chr1	33669889	33670379	H3K9AcDN1rep2_peak_68	138	.	9.91216	17.6116	13.8521	86
chr1	33720120	33720255	H3K9AcDN1rep2_peak_69	23	.	4.31808	5.04548	2.3357	46
chr1	33720362	33720510	H3K9AcDN1rep2_peak_70	38	.	4.67899	6.65182	3.80752	81
chr1	33813517	33813657	H3K9AcDN1rep2_peak_71	25	.	4.08536	5.28218	2.56431	118
chr1	33813776	33814592	H3K9AcDN1rep2_peak_72	138	.	10.634	17.6116	13.8521	271
chr1	33883299	33883454	H3K9AcDN1rep2_peak_73	53	.	5.76171	8.33682	5.34578	86
chr1	34435033	34435332	H3K9AcDN1rep2_peak_74	53	.	5.94216	8.33682	5.34578	197
chr1	34439091	34439315	H3K9AcDN1rep2_peak_75	103	.	8.10762	13.7582	10.318	131
chr1	34439495	34439724	H3K9AcDN1rep2_peak_76	126	.	10.3128	16.2568	12.6482	117
chr1	34439973	34440376	H3K9AcDN1rep2_peak_77	120	.	9.19034	15.6643	12.0657	230
chr1	34459814	34459950	H3K9AcDN1rep2_peak_78	38	.	4.49853	6.65182	3.80752	58
chr1	34472841	34473130	H3K9AcDN1rep2_peak_79	69	.	6.84444	10.0884	6.95467	124
