chr1	3129396	3129405
chr1	3453297	3453306
chr1	3631683	3631692
chr1	3782591	3782600
chr1	4092972	4092981
chr1	4122615	4122624
chr1	4169655	4169664
chr1	4201466	4201475
chr1	4413648	4413657
chr1	4896892	4896901
chr1	5237525	5237534
chr1	6077117	6077126
chr1	6283282	6283291
chr1	6416606	6416615
chr1	6519177	6519186
chr1	7323625	7323634
chr1	8092166	8092175
chr1	8105823	8105832
chr1	8488436	8488445
chr1	9132798	9132807
chr1	9197320	9197329
chr1	9248643	9248652
chr1	9384113	9384122
chr1	9483390	9483399
chr1	9582889	9582898
chr1	9688811	9688820
chr1	9719218	9719227
chr1	10452094	10452103
chr1	12092952	12092961
chr1	12367540	12367549
chr1	12652904	12652913
chr1	12934310	12934319
chr1	13250003	13250012
chr1	13294968	13294977
chr1	13304540	13304549
chr1	13336200	13336209
chr1	13776887	13776896
chr1	13905270	13905279
chr1	14310162	14310171
chr1	14461004	14461013
chr1	14915891	14915900
chr1	15366440	15366449
chr1	15390680	15390689
chr1	15418630	15418639
chr1	15604840	15604849
chr1	15689311	15689320
chr1	16026840	16026849
chr1	16139379	16139388
chr1	16666776	16666785
chr1	17052418	17052427
chr1	17639278	17639287
chr1	17891606	17891615
chr1	18766810	18766819
chr1	18791616	18791625
chr1	19156047	19156056
chr1	19330516	19330525
chr1	20139621	20139630
chr1	20558993	20559002
chr1	20653977	20653986
chr1	20789214	20789223
chr1	20848741	20848750
chr1	20942622	20942631
chr1	21451692	21451701
chr1	21729101	21729110
chr1	21836502	21836511
chr1	21981288	21981297
chr1	22535733	22535742
chr1	22894045	22894054
chr1	22973196	22973205
chr1	23222651	23222660
chr1	23319884	23319893
chr1	23558192	23558201
chr1	23604948	23604957
chr1	23610800	23610809
chr1	24381178	24381187
chr1	24449714	24449723
chr1	24618652	24618661
chr1	24621741	24621750
chr1	24738328	24738337
chr1	24888201	24888210
chr1	24899215	24899224
chr1	25104693	25104702
chr1	25335736	25335745
chr1	25710563	25710572
chr1	25816412	25816421
chr1	26392465	26392474
chr1	26629592	26629601
chr1	26961065	26961074
chr1	28215523	28215532
chr1	28973237	28973246
chr1	29107171	29107180
chr1	30247478	30247487
chr1	30316132	30316141
chr1	30656919	30656928
chr1	30809796	30809805
chr1	30810333	30810342
chr1	30810375	30810384
chr1	31709502	31709511
chr1	31714891	31714900
chr1	31786653	31786662
chr1	31848633	31848642
chr1	32245518	32245527
chr1	33093717	33093726
chr1	33175166	33175175
chr1	33452979	33452988
chr1	33466025	33466034
chr1	33505405	33505414
chr1	33714656	33714665
chr1	33785955	33785964
chr1	34238577	34238586
chr1	34553533	34553542
chr1	34739904	34739913
chr1	35796416	35796425
chr1	36051294	36051303
chr1	36418555	36418564
chr1	36558668	36558677
chr1	36767021	36767030
chr1	37007812	37007821
chr1	37122411	37122420
chr1	37151308	37151317
chr1	37495834	37495843
chr1	37830067	37830076
chr1	38106725	38106734
chr1	38557782	38557791
chr1	38775199	38775208
chr1	39133856	39133865
chr1	39178144	39178153
chr1	39232079	39232088
chr1	39318207	39318216
chr1	39401190	39401199
chr1	39465627	39465636
chr1	39733968	39733977
chr1	39816983	39816992
chr1	40001452	40001461
chr1	40109040	40109049
chr1	40296759	40296768
chr1	40298238	40298247
chr1	40443734	40443743
chr1	40497771	40497780
chr1	40593623	40593632
chr1	40675778	40675787
chr1	40929120	40929129
chr1	41092154	41092163
chr1	41580595	41580604
chr1	41979684	41979693
chr1	42182060	42182069
chr1	42200020	42200029
chr1	42227959	42227968
chr1	42306323	42306332
chr1	42745258	42745267
chr1	42775111	42775120
chr1	42885519	42885528
chr1	42894931	42894940
chr1	43070879	43070888
chr1	43485747	43485756
chr1	43527661	43527670
chr1	43773910	43773919
chr1	44342538	44342547
chr1	44830974	44830983
chr1	44878383	44878392
chr1	45241612	45241621
chr1	45571600	45571609
chr1	45764325	45764334
chr1	46113572	46113581
chr1	46881306	46881315
chr1	47092926	47092935
chr1	47858234	47858243
chr1	48323156	48323165
chr1	48412360	48412369
chr1	48445815	48445824
chr1	49080516	49080525
chr1	49270846	49270855
chr1	49715317	49715326
chr1	50199470	50199479
chr1	50403684	50403693
chr1	51072278	51072287
chr1	51661152	51661161
chr1	51672045	51672054
chr1	51891026	51891035
chr1	51981347	51981356
chr1	52012954	52012963
chr1	52184180	52184189
chr1	52346793	52346802
chr1	52423022	52423031
chr1	52915245	52915254
chr1	53013647	53013656
chr1	53273036	53273045
chr1	53401696	53401705
chr1	53643997	53644006
chr1	53771802	53771811
chr1	54033093	54033102
chr1	54608572	54608581
chr1	54740403	54740412
chr1	55329573	55329582
chr1	55445480	55445489
chr1	55541317	55541326
chr1	55903404	55903413
chr1	56635301	56635310
chr1	56644254	56644263
chr1	56789881	56789890
chr1	56933464	56933473
chr1	56948487	56948496
chr1	57681404	57681413
chr1	57682128	57682137
chr1	57897317	57897326
chr1	57906989	57906998
chr1	57947584	57947593
chr1	57988978	57988987
chr1	58031358	58031367
chr1	58225816	58225825
chr1	58666183	58666192
chr1	58919842	58919851
chr1	59033611	59033620
chr1	59236782	59236791
chr1	59411680	59411689
chr1	59565185	59565194
chr1	59730749	59730758
chr1	61076753	61076762
chr1	62148257	62148266
chr1	62766637	62766646
chr1	62792071	62792080
chr1	62831909	62831918
chr1	62954993	62955002
chr1	63169812	63169821
chr1	63618175	63618184
chr1	63753782	63753791
chr1	64149413	64149422
chr1	64171856	64171865
chr1	64298283	64298292
chr1	64310729	64310738
chr1	64329108	64329117
chr1	64575943	64575952
chr1	64770802	64770811
chr1	64786879	64786888
chr1	64998859	64998868
chr1	65169760	65169769
chr1	65220610	65220619
chr1	65364403	65364412
chr1	65827892	65827901
chr1	66009299	66009308
chr1	66112220	66112229
chr1	66196708	66196717
chr1	66497282	66497291
chr1	66734431	66734440
chr1	67415658	67415667
chr1	67417040	67417049
chr1	67674213	67674222
chr1	67737476	67737485
