chr1	12940189	12940446
chr1	12940189	12940446
chr1	14866450	14866797
chr1	17606530	17606742
chr1	20928558	20928766
chr1	54129227	54129431
chr1	87710116	87710484
chr1	89090234	89090746
chr1	89899110	89899426
chr1	93015597	93015805
chr1	96684014	96684253
chr1	118980694	118980977
chr1	125241673	125241993
chr1	131006236	131006449
chr1	149948115	149948368
chr1	149948387	149948681
chr1	155233815	155234273
chr1	155844433	155844615
chr1	160079334	160079595
chr1	161327441	161327638
chr1	165603463	165603771
chr1	184101345	184101825
chr1	184885925	184886342
chr1	194056471	194056841
chr2	10718382	10718587
chr2	10718382	10718587
chr2	18301067	18301238
chr2	19027156	19027440
chr2	21964091	21964277
chr2	24181801	24182288
chr2	26513402	26513736
chr2	27366874	27367116
chr2	35368438	35369182
chr2	35709116	35709427
chr2	37685351	37685528
chr2	57410121	57410357
chr2	59806338	59806525
chr2	62709731	62709936
chr2	70474060	70474374
chr2	102384317	102384616
chr2	105358148	105358448
chr2	107988238	107988555
chr2	117461531	117461851
chr2	117461531	117461851
chr2	125512820	125513182
chr2	130014919	130015452
chr2	135390603	135390815
chr2	135737549	135737847
chr2	144198658	144198940
chr2	145786179	145786530
chr2	152349976	152350300
chr2	152349976	152350300
chr2	152359740	152359930
chr2	152359931	152360123
chr2	152360503	152360830
chr2	153022973	153023141
chr2	161398202	161398441
chr2	180080719	180081015
chr3	18679800	18680015
chr3	19563576	19563748
chr3	37788782	37789166
chr3	40694644	40694819
chr3	57093580	57093884
chr3	65663095	65663382
chr3	75647547	75647767
chr3	90388137	90388379
chr3	90446465	90446646
chr3	97393317	97393548
chr3	116413587	116413789
chr3	121474702	121475105
chr3	122704282	122704475
chr3	138060425	138060702
chr3	138060425	138060702
chr3	143147318	143147685
chr3	149332251	149332445
chr3	149332251	149332445
chr4	5797843	5798826
chr4	10041562	10041923
chr4	15042046	15042298
chr4	40171557	40171747
chr4	47259914	47260196
chr4	53238816	53239126
chr4	53845451	53845764
chr4	62542494	62542746
chr4	62734156	62734320
chr4	65619455	65619653
chr4	77627153	77627603
chr4	82364947	82365305
chr4	82500658	82500962
chr4	83235134	83235436
chr4	83917033	83917327
chr4	84060294	84060488
chr4	87859100	87859488
chr4	95765585	95765794
chr4	97590311	97590535
chr4	97666480	97666667
chr4	104993007	104993374
chr4	106196626	106196791
chr4	106934939	106935191
chr4	123941080	123941277
chr4	124983966	124984263
chr4	152087681	152088162
chr5	8863291	8863492
chr5	15529743	15530050
chr5	23658030	23658266
chr5	24732336	24732537
chr5	27206019	27206569
chr5	35035946	35036175
chr5	35609600	35609830
chr5	52026180	52026377
chr5	52296541	52297013
chr5	57841475	57841696
chr5	93288595	93288902
chr5	96938840	96939060
chr5	105236015	105236291
chr5	105345544	105346598
chr5	106678724	106678903
chr5	134611858	134612361
chr5	135134525	135134799
chr5	146238150	146238406
chr5	149520974	149521159
chr5	150468516	150468821
chr6	4704049	4704243
chr6	12358754	12359038
chr6	29897059	29897436
chr6	37916091	37916474
chr6	37916091	37916474
chr6	41253378	41253817
chr6	43266428	43266910
chr6	52813819	52814017
chr6	56617020	56617438
chr6	65778969	65779362
chr6	67101856	67102332
chr6	72254173	72254500
chr6	86197082	86197339
chr6	86547987	86548210
chr6	86619949	86620245
chr6	88329744	88330263
chr6	103444277	103444442
chr6	108752431	108752861
chr6	112870832	112871053
chr6	123260017	123260407
chr6	124477714	124477992
chr6	145845723	145845904
chr6	145845723	145845904
chr7	16639027	16639233
chr7	19871150	19871592
chr7	36030414	36030928
chr7	43495324	43495594
chr7	49824100	49824476
chr7	66175864	66176071
chr7	74327757	74328062
chr7	75339603	75339791
chr7	79714223	79714444
chr7	96228963	96229180
chr7	109513550	109513823
chr7	116703316	116703511
chr7	130323780	130324031
chr7	132719510	132719757
chr7	145269212	145269434
chr8	6105584	6105795
chr8	10798562	10798762
chr8	14873774	14873994
chr8	14873774	14873994
chr8	14873774	14873994
chr8	22536848	22537141
chr8	22728689	22728981
chr8	24595353	24595944
chr8	24606581	24606810
chr8	25132230	25132417
chr8	25132561	25132929
chr8	25576246	25576490
chr8	45063027	45063486
chr8	61177863	61178080
chr8	70903976	70904279
chr8	72504726	72505093
chr8	75119504	75119683
chr8	80463512	80463906
chr8	91376058	91376367
chr8	91376058	91376367
chr8	94778982	94779654
chr8	108392929	108393240
chr8	116875884	116876174
chr8	119627527	119627764
chr8	120269056	120269248
chr8	120557528	120557726
chr9	11513628	11514135
chr9	21698804	21699094
chr9	21698804	21699094
chr9	31844717	31845268
chr9	37470239	37470434
chr9	62757534	62757730
chr9	73240259	73240741
chr9	118876995	118877186
chr10	4518353	4518602
chr10	7630878	7631178
chr10	19991305	19991484
chr10	20405548	20405773
chr10	28694993	28695298
chr10	60077782	60077967
chr10	63086349	63086624
chr10	75125714	75125884
chr10	81464413	81464664
chr10	88513768	88513943
chr10	89791789	89792290
chr10	92162360	92162759
chr10	110931254	110931466
chr10	120780753	120781031
chr11	4236335	4236856
chr11	5851195	5851403
chr11	22756666	22756906
chr11	26161406	26161615
chr11	29807453	29807664
chr11	32013133	32013375
chr11	34424191	34424527
chr11	59872242	59872552
chr11	95634940	95635282
chr11	112414058	112414269
chr11	116315449	116315612
chr11	120554622	120554806
chr12	3548465	3548935
chr12	34990020	34990516
chr12	54879304	54879503
chr12	73442767	73442961
chr12	77142471	77142685
chr12	79832668	79832852
chr12	79970310	79970531
chr12	81751212	81751528
chr12	85541064	85541436
chr12	98670071	98670495
chr12	108239644	108240039
chr12	116181409	116181827
chr12	116181409	116181827
chr13	3886770	3887008
chr13	9173415	9173808
chr13	13968737	13969100
chr13	16114606	16115069
chr13	16453159	16453498
chr13	28556737	28556967
chr13	35035550	35036093
chr13	38948045	38948452
chr13	38948045	38948452
chr13	41516574	41516762
chr13	41801357	41801577
chr13	42018510	42018793
chr13	42018510	42018793
chr13	43531410	43531679
chr13	43832823	43833075
chr13	46397313	46397483
chr13	52188410	52188630
chr13	52600209	52600571
chr13	52922695	52922927
chr13	52923106	52923431
chr13	67290307	67290573
chr13	89428296	89428995
chr13	92576286	92576483
chr13	94174550	94174898
chr13	94266672	94266987
chr13	97470129	97470333
chr13	113197942	113198317
chr13	113515187	113515452
chr14	25476069	25476461
chr14	27412015	27412351
chr14	47634651	47634863
chr14	75696880	75697201
chr14	101510596	101510874
chr14	115472503	115472745
chr14	118674836	118675009
chr14	119273162	119273328
chr15	25553579	25553913
chr15	30864596	30864801
chr15	31235358	31235581
chr15	31585239	31585675
chr15	38066020	38066386
chr15	57583945	57584125
chr15	76672289	76672556
