chr1	3043037	3043236	ImmegenDN1B_peak_80	124	.	9.30982	15.57230	12.44487	177
chr1	3670874	3671113	ImmegenDN1B_peak_81	24	.	4.00467	4.86799	2.49115	21
chr1	4405753	4405965	ImmegenDN1B_peak_82	29	.	4.34458	5.43039	2.98284	42
chr1	4468127	4468657	ImmegenDN1B_peak_83	131	.	9.06831	16.32971	13.16235	132
chr1	4487822	4488012	ImmegenDN1B_peak_84	50	.	4.57192	7.66937	5.05132	84
chr1	4490526	4490792	ImmegenDN1B_peak_85	390	.	13.84866	43.32650	39.00634	176
chr1	4496288	4496782	ImmegenDN1B_peak_86	157	.	8.33873	19.01611	15.70487	192
chr1	4547437	4547672	ImmegenDN1B_peak_87	104	.	8.29033	13.48662	10.48101	135
chr1	4571468	4572230	ImmegenDN1B_peak_88	193	.	10.85365	22.85769	19.35585	522
chr1	4579788	4579983	ImmegenDN1B_peak_89	47	.	5.37666	7.36496	4.76782	162
chr1	4623439	4623579	ImmegenDN1B_peak_90	147	.	10.29251	17.97946	14.72342	62
chr1	4671580	4671756	ImmegenDN1B_peak_91	29	.	4.34458	5.43039	2.98284	51
chr1	4688995	4689589	ImmegenDN1B_peak_92	125	.	8.67972	15.69087	12.55734	393
chr1	4747979	4748557	ImmegenDN1B_peak_93	166	.	10.10343	19.97841	16.61780	286
chr1	4774878	4775723	ImmegenDN1B_peak_94	341	.	12.08398	38.31583	34.16663	384
chr1	4785461	4785834	ImmegenDN1B_peak_95	207	.	12.09108	24.36125	20.78763	249
chr1	4807570	4808182	ImmegenDN1B_peak_96	359	.	15.67203	40.20227	35.98694	218
chr1	4857415	4858101	ImmegenDN1B_peak_97	462	.	15.00278	50.81813	46.27289	317
chr1	4918757	4919052	ImmegenDN1B_peak_98	137	.	9.90922	16.95346	13.75311	55
chr1	5019321	5019698	ImmegenDN1B_peak_99	50	.	5.32328	7.71708	5.08585	36
chr1	5022892	5023121	ImmegenDN1B_peak_100	40	.	4.73748	6.53993	4.00534	59
chr1	5082862	5083544	ImmegenDN1B_peak_101	273	.	13.29429	31.26645	27.38997	288
chr1	6214352	6215168	ImmegenDN1B_peak_102	396	.	12.81268	43.96284	39.62180	366
chr1	6272220	6272505	ImmegenDN1B_peak_103	151	.	10.55114	18.43641	15.15573	173
chr1	6382726	6383178	ImmegenDN1B_peak_104	249	.	12.92262	28.71741	24.94900	234
chr1	6406217	6406824	ImmegenDN1B_peak_105	188	.	10.20507	22.31997	18.84360	357
chr1	6441346	6441684	ImmegenDN1B_peak_106	38	.	4.82192	6.30743	3.80007	13
chr1	6453609	6454503	ImmegenDN1B_peak_107	121	.	8.16998	15.30535	12.19496	438
chr1	6461465	6461625	ImmegenDN1B_peak_108	84	.	7.33104	11.28654	8.41622	88
chr1	6467044	6467310	ImmegenDN1B_peak_109	192	.	11.74052	22.70185	19.20720	101
chr1	6519130	6519527	ImmegenDN1B_peak_110	275	.	13.37659	31.40729	27.52479	179
chr1	7088499	7089201	ImmegenDN1B_peak_111	658	.	13.07683	70.72564	65.80432	303
chr1	7147123	7147388	ImmegenDN1B_peak_112	164	.	11.09697	19.77304	16.42366	100
chr1	7206286	7206831	ImmegenDN1B_peak_113	78	.	6.77689	10.64506	7.81231	509
chr1	7397409	7398476	ImmegenDN1B_peak_114	669	.	12.39532	71.92939	66.99319	749
chr1	7455030	7455328	ImmegenDN1B_peak_115	307	.	15.37570	34.79021	30.77248	142
chr1	9237374	9237666	ImmegenDN1B_peak_116	113	.	8.61796	14.37426	11.31492	154
chr1	9541390	9541536	ImmegenDN1B_peak_117	48	.	3.89897	7.50173	4.89509	41
chr1	9545162	9545666	ImmegenDN1B_peak_118	676	.	16.07470	72.59756	67.65316	102
chr1	9573252	9573455	ImmegenDN1B_peak_119	86	.	7.44786	11.49073	8.60220	122
chr1	9700000	9700950	ImmegenDN1B_peak_120	340	.	11.73052	38.22055	34.07481	516
chr1	9748100	9748678	ImmegenDN1B_peak_121	549	.	15.25984	59.71891	54.96837	413
